"file_id","dataset_id","mip_era","activity_drs","institution_id","source_id","experiment_id","member_id","table_id","frequency","grid_label","version","nominal_resolution","variable_id","variable_long_name","variable_units","datetime_start","datetime_end","file_size","data_node","file_url","dataset_pid","tracking_id"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18550101-18591231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1855-01-01,1859-12-31,220522562,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18550101-18591231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/5d5fdaee-c17b-4281-84db-c57dbc39eefe"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18600101-18641231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1860-01-01,1864-12-31,220554113,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18600101-18641231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/ee889ed3-da6b-47d5-816f-89dd8b53b9a4"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18650101-18691231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1865-01-01,1869-12-31,220404512,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18650101-18691231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/39900ece-d127-4452-ab02-e9b1ae9d8d0b"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18700101-18741231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1870-01-01,1874-12-31,220303411,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18700101-18741231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/bca3b68a-4ae5-4749-b430-710701fe1ef6"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18750101-18791231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1875-01-01,1879-12-31,220472431,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18750101-18791231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/2f1c7c29-c299-4c8d-91a3-8e48e90c0da5"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18800101-18841231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1880-01-01,1884-12-31,220651212,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18800101-18841231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/a0283a1a-eab8-4fa5-b0d9-bd015f501845"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18850101-18891231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1885-01-01,1889-12-31,220499288,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18850101-18891231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/a68527a3-fab7-46b5-9597-d7ac17891a33"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18900101-18941231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1890-01-01,1894-12-31,220495724,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18900101-18941231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/5f412778-7dc7-4684-a48d-bf8f26b31822"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18950101-18991231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1895-01-01,1899-12-31,220539379,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18950101-18991231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/b1671dfd-f084-4a4b-98cc-72e4279c01e0"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19000101-19041231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1900-01-01,1904-12-31,220516301,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19000101-19041231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/38c80b1b-d8d7-4fe0-92bd-29a554439b3d"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19050101-19091231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1905-01-01,1909-12-31,220618181,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19050101-19091231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/fb723599-4c7f-4415-9493-522dc87257ed"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19100101-19141231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1910-01-01,1914-12-31,220547227,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19100101-19141231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/d1a87911-80c3-4974-8481-0466f8d45e59"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19150101-19191231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1915-01-01,1919-12-31,220369593,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19150101-19191231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/6aa8f771-023d-42c2-9e47-73391f1a24b4"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19200101-19241231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1920-01-01,1924-12-31,220589658,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19200101-19241231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/cc4d20a2-23c9-4d80-a65e-a7744d3a1fb4"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19250101-19291231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1925-01-01,1929-12-31,220486226,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19250101-19291231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/aa8941a1-766c-4bdb-bfef-9c48281e7767"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19300101-19341231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1930-01-01,1934-12-31,220390125,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19300101-19341231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/3ed21cdf-78e1-4d08-b4e4-e1d408ed11cc"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19350101-19391231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1935-01-01,1939-12-31,220303313,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19350101-19391231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/e819f0ca-2217-4c86-b622-49390c807c8b"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19400101-19441231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1940-01-01,1944-12-31,220499948,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19400101-19441231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/8391f78f-1c6e-4230-bb47-08d412a9bf99"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19450101-19491231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1945-01-01,1949-12-31,220340128,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19450101-19491231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/b44b93df-e055-476f-9ba3-7149aa0b47bf"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19500101-19541231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1950-01-01,1954-12-31,220486902,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19500101-19541231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/809a7ae6-d075-40b9-a70a-1ddbaf2bb051"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19550101-19591231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1955-01-01,1959-12-31,220500169,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19550101-19591231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/29f58c13-7b87-447d-82c1-1c0df46b8b1c"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19600101-19641231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1960-01-01,1964-12-31,220453004,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19600101-19641231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/b7184a35-f707-4333-862a-caa23dea7eea"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19650101-19691231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1965-01-01,1969-12-31,220499377,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19650101-19691231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/aa16614f-4fde-4ece-8dbb-ce79ba33793b"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19700101-19741231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1970-01-01,1974-12-31,220246464,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19700101-19741231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/a10e1efa-f719-46f0-a934-a00dae245ecd"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19750101-19791231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1975-01-01,1979-12-31,220253528,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19750101-19791231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/2196519a-b817-485c-ba4c-236db3598235"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19800101-19841231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1980-01-01,1984-12-31,220324090,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19800101-19841231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/7abf89f6-fe9c-4801-be52-6a1552134d7a"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710.tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19850101-19891231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmax.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmax","Daily Maximum Near-Surface Air Temperature","K",1985-01-01,1989-12-31,220034270,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmax/gn/v20190710/tasmax_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19850101-19891231.nc","hdl:21.14100/4724f448-844a-3ff7-bea9-97a8492f7470","hdl:21.14100/03a83001-218d-4380-b50b-151a8fbbb9b2"
